4485923368513585 122026 234, valid, visa
4716693192110848 52022 859, invalid, visa
4929824619239174 62024 816, invalid, visa
4369574605913160 92027 898, invalid, visa
4485870309454397 52022 542, invalid, visa
4485430706319428 62023 805, invalid, visa
4716202754836681 92026 629, invalid, visa
4485396145494371 102022 280, invalid, visa
4916255035709000 122025 686, invalid, visa
4532639978337966 22024 373, invalid, visa
4716015756069089 92026 599, invalid, visa
4916761570194276 52024 897, invalid, visa
4539255361957998 112025 206, invalid, visa
4539748352354969 112025 719, invalid, visa
4532095146469035 72027 691, valid, visa
4485993409307586 32026 617, invalid, visa
4916280131593264 62026 151, invalid, visa
4716222589920005 82026 744, invalid, visa
4916591855727148 52025 691, invalid, visa
4532328479460325 102027 814, invalid, visa
4929852845439631 122023 989, invalid, visa
4317778880429643 52024 873, invalid, visa
4556834192020743 72028 980, invalid, visa
4485902470737811 102026 333, invalid, visa
4539689358522409 112028 265, invalid, visa
4716584245413208 32029 886, valid, visa
4916404247083271 72029 350, invalid, visa
4024007183617819 62022 479, invalid, visa
4485065818929688 12028 734, valid, visa
4485377762358305 42027 145, invalid, visa
4532015080998278 22025 663, invalid, visa
4929506806609323 92022 409, valid, visa
4716937412363624 92027 431, invalid, visa
4485877925394758 42029 245, invalid, visa
4024007179843254 72028 486, invalid, visa
4485261229129410 52022 540, invalid, visa
4556702893845413 32027 897, invalid, visa
4716932248581838 52028 376, invalid, visa
4024007175613156 42027 991, invalid, visa
4522036353936805 72026 887, invalid, visa
4539104657247039 102022 948, invalid, visa
4467898142856603 102024 403, invalid, visa
4539293020094986 22023 341, invalid, visa
4916939323092829 122028 977, invalid, visa
4024007122620643 42026 427, valid, visa
4532259836563537 112026 204, invalid, visa
4539722932613004 22027 743, invalid, visa
4929962227063949 22022 287, invalid, visa
4024007117461490 32029 256, invalid, visa
4716677902017179 92029 344, invalid, visa
4556578804412646 112028 590, invalid, visa
4556117357423120 112022 368, invalid, visa
4485368497799988 42024 285, invalid, visa
4024007196372758 62027 906, invalid, visa
4916911959082002 32028 920, valid, visa
4539007259351978 52026 819, invalid, visa
4542220020216561 112025 910, invalid, visa
4716006696611023 82025 473, invalid, visa
4916418253680895 52026 726, invalid, visa
4024007135807765 42025 613, invalid, visa
4485487051980428 32024 408, valid, visa
4556443524783976 122026 534, invalid, visa
4532047340595891 72023 795, invalid, visa
4024007115253311 52023 733, invalid, visa
4716587878725921 92028 380, valid, visa
4539205727055771 62027 829, invalid, visa
4539397357172107 82023 802, invalid, visa
4916805267990460 22027 188, invalid, visa
4916495692938746 12026 223, invalid, visa
4916035191793893 62023 676, valid, visa
4022450332098808 82024 609, invalid, visa
4880068950090732 92029 894, invalid, visa
4716995566245757 72023 935, invalid, visa
4556815766902952 82027 444, invalid, visa
4929661655022290 42028 862, invalid, visa
4556585154518849 12027 965, invalid, visa
4676339220614066 102024 240, invalid, visa
4539830925792360 112026 237, invalid, visa
4556286372522933 72024 215, invalid, visa
4716556268546825 112023 933, invalid, visa
4306012927759777 112026 152, invalid, visa
4532409824092672 12024 991, invalid, visa
4929576250344818 112022 843, invalid, visa
4532791748460626 62025 585, invalid, visa
4929168195308700 62022 287, invalid, visa
4916155096178048 112026 616, invalid, visa
4532871898784890 32028 276, valid, visa
4632239920086404 52024 612, invalid, visa
4556080800057087 92026 619, invalid, visa
4539930490002029 32025 834, invalid, visa
4024007163875973 52023 156, invalid, visa
4916998448967752 72024 273, invalid, visa
4238697037616777 82028 515, valid, visa
4485076836930913 92024 853, invalid, visa
4532216597693796 42026 461, invalid, visa
4532711592545132 82025 339, valid, visa
4556977694760199 112024 745, invalid, visa
4024007152802103 82024 521, invalid, visa
4716009473191466 22022 781, invalid, visa
4916900695545513 82022 842, invalid, visa
4024007138209415 62025 111, invalid, visa
4929412961812416 62024 635, invalid, visa
4539952743704516 62025 431, invalid, visa
4916112997460868 92023 418, invalid, visa
4929301340723776 12028 308, invalid, visa
4556351632609498 112029 714, invalid, visa
4916166641899418 12028 582, invalid, visa
4716920763578156 102027 792, invalid, visa
4716632261942178 102027 138, invalid, visa
4929148146782740 32029 213, invalid, visa
4532409222364731 52024 697, invalid, visa
4532662880250069 52024 732, invalid, visa
4485502446857097 22026 179, invalid, visa
4916089067836278 52027 382, invalid, visa
4539896851045131 102024 354, invalid, visa
4485133962529769 22022 843, invalid, visa
4916885896705927 122026 256, invalid, visa
4716098805703734 102027 131, invalid, visa
4716546870905105 62022 103, invalid, visa
4485079288558125 52023 744, valid, visa
4716684305063875 82023 617, invalid, visa
4916680190324172 52027 517, invalid, visa
4214441423910843 92027 838, valid, visa
4716989009377491 92023 118, valid, visa
4532184851058272 62022 992, invalid, visa
4024007133242866 112025 413, invalid, visa
4929298265339176 82026 225, invalid, visa
4532953001940195 82023 200, invalid, visa
4716094979306479 42026 715, invalid, visa
4556409943436694 102024 674, invalid, visa
4191808285467558 72028 280, invalid, visa
4366432105539386 92028 428, invalid, visa
4539099237435908 102027 955, invalid, visa
4539603442689546 102025 497, invalid, visa
4539699971599528 112023 653, invalid, visa
4539785365183084 62027 790, invalid, visa
4716098132858805 22025 926, invalid, visa
4714787780345154 42027 592, invalid, visa
4532585749496401 22027 536, valid, visa
4539628015394240 52024 510, valid, visa
4916214377066214 112024 517, invalid, visa
4916942931984346 92024 484, invalid, visa
4916316836328463 92022 246, invalid, visa
4716341596654173 72024 864, invalid, visa
4532864162816233 62025 171, invalid, visa
4916264735534783 62022 142, invalid, visa
4716853911428414 102024 133, invalid, visa
4916787572903273 112023 911, invalid, visa
4916278540233019 112024 469, invalid, visa
4556555609608834 92023 899, invalid, visa
4532989803577116 112025 486, invalid, visa
4532532047451449 22024 857, invalid, visa
4539235571476427 32029 199, invalid, visa
4929905467956611 102022 363, invalid, visa
4062599731180772 92023 223, invalid, visa
4716349427141443 42025 942, invalid, visa
4832748124393174 22029 182, invalid, visa
4929536520905749 52024 122, valid, visa
4556327860872263 22024 660, invalid, visa
4485748320555048 12029 645, invalid, visa
4556179421908817 42023 627, invalid, visa
4024007117265321 72024 114, invalid, visa
4532789463101300 22024 194, valid, visa
4539036974521854 72026 547, invalid, visa
4485172326162669 82022 872, valid, visa
4125509937496653 102027 289, invalid, visa
4539359368760684 52023 267, invalid, visa
4556633417436670 42024 435, invalid, visa
4716656639679675 52025 265, invalid, visa
4024007138132377 112024 852, invalid, visa
4539377995339987 32023 943, invalid, visa
4539730141142988 52022 131, invalid, visa
4532559487343141 22027 730, invalid, visa
4485335462529484 72022 710, invalid, visa
4556205025888673 62024 536, invalid, visa
4532749735251762 72024 284, valid, visa
4539579299140132 82023 630, invalid, visa
4539924901912413 122028 416, invalid, visa
4539129304451718 92022 675, invalid, visa
4261468042616669 32022 986, invalid, visa
4539599325350877 92028 907, invalid, visa
4024007183113298 22024 909, invalid, visa
4539926755334180 22023 614, invalid, visa
4465001913850861 112023 752, invalid, visa
4024007131067299 42028 856, invalid, visa
4485741687650742 32027 100, invalid, visa
4716945457070806 62029 106, invalid, visa
4716310815745229 52028 925, valid, visa
4404243753477165 62029 437, invalid, visa
4681821027791976 102025 151, invalid, visa
4916751159763286 112026 750, invalid, visa
4848113964182314 72028 738, invalid, visa
4916525567715611 22028 854, invalid, visa
4024007148038820 62028 939, invalid, visa
4929664788208083 32024 619, invalid, visa
4929502946184996 52028 289, valid, visa
4556316526669189 122028 814, invalid, visa
4485822401789519 62026 301, invalid, visa
4916890269189410 92027 189, invalid, visa
4096104344136160 62023 301, invalid, visa
4481621876764450 22025 810, invalid, visa
4929160203098274 62022 470, valid, visa
4929383693211757 52023 676, invalid, visa
4024007148885741 92024 535, invalid, visa
4539419072866464 62029 241, invalid, visa
4716060768372337 122022 968, invalid, visa
4539251048569884 72028 492, invalid, visa
4716108037741442 62023 158, invalid, visa
4024007128874871 92029 576, invalid, visa
4532732789727176 72025 685, invalid, visa
4716892633143190 52024 485, invalid, visa
4716888799923490 52023 256, valid, visa
4024007117296201 82026 538, invalid, visa
4159423687317441 92028 891, invalid, visa
4916548372843394 122024 625, invalid, visa
4532001583772139 22025 164, invalid, visa
4895406249420992 42023 903, valid, visa
4532889612090253 102028 759, invalid, visa
4537225794745668 112028 292, invalid, visa
4024007196124324 52024 781, invalid, visa
4916151035720917 112024 993, invalid, visa
4024007109523802 112025 658, invalid, visa
4556464492106990 22025 883, invalid, visa
4485924032099910 62025 352, invalid, visa
4556265218259157 52023 883, invalid, visa
4024007146342588 102025 860, invalid, visa
4556134588674132 32023 987, invalid, visa
4916131154364333 62029 244, valid, visa
4362005115011028 22025 975, invalid, visa
4929724348391090 92024 417, invalid, visa
4556855375115521 52027 353, invalid, visa
4929482958541302 72026 757, invalid, visa
4997215323624503 92025 922, invalid, visa
4916826212809274 82022 734, invalid, visa
4916176630519638 62027 986, invalid, visa
4532955239129178 92026 801, invalid, visa
4916852134747640 22024 768, invalid, visa
4716322404547247 92029 427, invalid, visa
4485225151755807 32023 329, invalid, visa
4539388302029419 82024 998, invalid, visa
4485315152754097 32027 339, invalid, visa
4024007174260074 122022 559, invalid, visa
4532277380296023 32024 817, invalid, visa
4929780449900718 92022 942, invalid, visa
4916146063145771 32028 269, invalid, visa
4916011691558870 92028 972, invalid, visa
4024007154649486 92024 482, invalid, visa
4916968910808156 82027 354, invalid, visa
4883064528578479 92028 673, invalid, visa
4552736035394496 122024 649, invalid, visa
4916677544119464 82024 886, valid, visa
4929257631132392 32026 727, invalid, visa
4556106776119252 122025 521, valid, visa
4929886692547468 22025 866, invalid, visa
4532833696252835 42027 801, invalid, visa
4556999298056618 72024 898, invalid, visa
4716768029942736 122022 361, invalid, visa
4024007143359254 12025 885, invalid, visa
4556346825072611 52027 607, invalid, visa
4916336493379732 62027 815, invalid, visa
4604275207763996 102025 566, valid, visa
4024007104852206 62023 586, invalid, visa
4223629511187303 32025 879, invalid, visa
4716510944611537 92026 209, invalid, visa
4485539206412838 32028 384, invalid, visa
4556400173833114 92022 747, invalid, visa
4539526380742714 92027 282, invalid, visa
4485959354365465 112028 757, invalid, visa
4539720243890311 52027 899, invalid, visa
4929561867786627 42028 679, invalid, visa
4929173223455333 32028 994, invalid, visa
4916252864783875 112028 240, invalid, visa
4556856659030899 122024 119, invalid, visa
4929087335694995 22025 860, valid, visa
4716278087643879 32027 764, invalid, visa
4929773716580230 62023 962, invalid, visa
4929894431291679 102023 943, valid, visa
4539963649295285 82024 536, invalid, visa
4556984861849128 102026 914, invalid, visa
4916728114965206 102025 519, invalid, visa
4556207414463555 22023 188, valid, visa
4556103469316451 22029 611, invalid, visa
4532413936920853 102027 494, invalid, visa
4539572519624076 102024 716, invalid, visa
4916060361023640 62026 385, invalid, visa
4485333873151923 72023 297, invalid, visa
4485372803281079 122028 717, invalid, visa
4485733652788292 82027 592, invalid, visa
4929148764110299 72023 634, invalid, visa
4556271889081086 82027 895, invalid, visa
4929914271085286 112025 843, invalid, visa
4929539451792961 122024 830, invalid, visa
4556456128985268 22026 696, invalid, visa
4539384064427529 22026 810, invalid, visa
4929019315256305 102026 412, invalid, visa
4916681196321204 112027 612, invalid, visa
4532987140302503 102023 939, invalid, visa
4916533750194131 72026 534, invalid, visa
4929707164288771 42027 837, invalid, visa
4916885042984988 62024 891, invalid, visa
4929717497392265 82023 371, invalid, visa
4532054681467706 72027 770, invalid, visa
4485396090624626 22023 245, invalid, visa
4716184839728903 92026 501, invalid, visa
4716973101201858 52027 823, invalid, visa
4539179663566721 62023 747, invalid, visa
4532910939740105 62027 710, invalid, visa
4007694159177331 12024 386, valid, visa
4556824481649633 92027 245, invalid, visa
4485909521575686 72027 792, invalid, visa
4024007187978506 82022 799, valid, visa
4024007153841860 82023 948, invalid, visa
4024007113264666 12026 171, invalid, visa
4485644181929218 32027 872, valid, visa
4024007124583229 62024 364, invalid, visa
4556143577205196 102027 185, invalid, visa
4443631044398955 72028 747, invalid, visa
4024007190007640 22025 273, invalid, visa
4929193006987856 82026 801, invalid, visa
4929228104152217 52028 303, invalid, visa
4606125464968606 92024 465, invalid, visa
4532911363065522 62025 199, invalid, visa
4716406450804568 32023 143, invalid, visa
4485923504087478 122026 570, invalid, visa
4485193941626151 82026 901, invalid, visa
4556695149761733 102023 805, invalid, visa
4532771775466704 52028 604, invalid, visa
4716276341100157 62024 788, invalid, visa
4737854264708142 72023 488, invalid, visa
4929791712408586 62025 543, invalid, visa
4556506070105883 82026 368, invalid, visa
4024007136763090 102024 354, invalid, visa
4539908495292274 22024 703, invalid, visa
4485863358570882 82028 415, invalid, visa
4929079631652215 92023 289, invalid, visa
4024007191562932 12026 634, invalid, visa
4635846691720495 52023 519, invalid, visa
4532912511165776 12029 167, invalid, visa
4216432950529351 22023 884, invalid, visa
4539588789657752 52025 254, invalid, visa
4532268327015493 22024 644, invalid, visa
4582354761156792 82027 422, invalid, visa
4539195871372116 62029 183, invalid, visa
4929257617974007 52029 162, valid, visa
4485840881493360 62027 427, invalid, visa
4134010423167162 112028 461, valid, visa
4024007159507531 112025 751, invalid, visa
4024007101523560 42023 190, invalid, visa
4024007133313998 32028 731, invalid, visa
4024007143067451 112023 854, invalid, visa
4485430645920021 92022 880, invalid, visa
4716540606797688 92027 756, invalid, visa
4916781680614542 102024 286, invalid, visa
4532734334422436 42028 324, valid, visa
4916407695732141 52027 576, invalid, visa
4364989016757227 92023 338, invalid, visa
4916436632949013 22025 171, invalid, visa
4929776468253781 22025 283, invalid, visa
4556714574222028 72024 207, invalid, visa
4485660689613674 32023 112, invalid, visa
4929970704851355 102023 500, invalid, visa
4024007124474171 92029 616, invalid, visa
4916344688337291 82024 128, invalid, visa
4539553921173027 102023 224, invalid, visa
4916635916228065 52024 558, invalid, visa
4916115796926435 122025 593, valid, visa
4916358964007253 102026 185, invalid, visa
4916879827887789 42023 972, invalid, visa
4556568127290860 92027 570, invalid, visa
4916770031747333 92026 580, invalid, visa
4929726586813933 42022 303, invalid, visa
4556703611800318 22025 965, invalid, visa
4539814821750920 102026 566, invalid, visa
4532911703117884 22026 827, valid, visa
4556109264276907 12027 929, invalid, visa
4716534414966619 62023 630, invalid, visa
4532161979439592 112022 809, invalid, visa
4485500610109626 32023 942, invalid, visa
4916602869244309 32023 837, invalid, visa
4716200877471857 32025 505, invalid, visa
4764439723798573 32023 530, invalid, visa
4716322010371651 82027 172, invalid, visa
4532438206647258 52023 106, invalid, visa
4201409513680738 72025 938, invalid, visa
4716572889091380 82027 119, invalid, visa
4539773690537919 82023 451, invalid, visa
4539713391546686 32026 395, valid, visa
4532241212933450 32024 656, invalid, visa
4716541994191369 52025 131, invalid, visa
4929038960416584 62023 834, invalid, visa
4485804421952210 72023 397, invalid, visa
4485709950361297 122022 731, invalid, visa
4716121940063705 32026 676, valid, visa
4716773532365342 12025 309, invalid, visa
4024007152810981 22024 933, invalid, visa
4490375113258581 32027 489, invalid, visa
4485270106310316 62024 757, valid, visa
4556477484062351 22028 337, invalid, visa
4485586757526490 62028 302, invalid, visa
4929620172702172 102026 658, invalid, visa
4024007124242958 92024 180, invalid, visa
4556252266100905 122022 150, invalid, visa
4916953153569210 62028 355, invalid, visa
4716544532896945 12023 629, invalid, visa
4485433891502428 32026 170, invalid, visa
4024007129037155 82023 944, invalid, visa
4716489180349807 112025 963, invalid, visa
4485052877065075 62028 343, invalid, visa
4556276953187008 72026 788, invalid, visa
4929344118915737 82025 634, invalid, visa
4024007153090096 32023 670, invalid, visa
4024007149657305 62029 780, valid, visa
4916344120754640 112025 754, invalid, visa
4556139630696330 22025 322, invalid, visa
4024007138173504 72022 335, invalid, visa
4929328711466040 72029 230, invalid, visa
4024007141337146 52022 702, invalid, visa
4916594486567479 42026 208, invalid, visa
4485360580015414 102023 596, invalid, visa
4556730456501495 82023 335, invalid, visa
4539019022827085 42028 637, invalid, visa
4716659603538307 22025 110, invalid, visa
4556547877154609 112025 708, invalid, visa
4485655830524515 42024 799, invalid, visa
4539827783910134 42027 919, invalid, visa
4024007146673784 112023 203, invalid, visa
4532231135337392 92022 662, invalid, visa
4556435286639370 122023 505, invalid, visa
4556850696052594 52024 922, invalid, visa
4556432286370155 32027 959, invalid, visa
4556859768297250 92029 410, invalid, visa
4539037406453245 102027 690, invalid, visa
4485784680654808 82026 585, invalid, visa
4716676183141591 122023 305, invalid, visa
4024007123353517 32026 530, invalid, visa
4024007104340681 92026 744, invalid, visa
4539022514069927 12024 490, invalid, visa
4839806113237803 102024 135, invalid, visa
4916654739797636 122025 184, invalid, visa
4916833517132477 22023 352, valid, visa
4485480352226690 82029 553, invalid, visa
4556435931752701 42026 217, invalid, visa
4485147639536858 62022 410, invalid, visa
4024007132662619 72029 694, invalid, visa
4264233922252671 62027 508, invalid, visa
4532484964652361 52022 602, invalid, visa
4929946022367357 112022 176, invalid, visa
4716187651391080 122023 358, invalid, visa
4539642152084068 62027 743, valid, visa
4485827277670016 62023 425, invalid, visa
4141498398499911 52023 812, invalid, visa
4024007148236168 22023 305, invalid, visa
4929114573976635 12028 514, invalid, visa
4485914453214809 82027 805, invalid, visa
4716601897205227 82023 526, invalid, visa
4539241158189037 92023 332, valid, visa
4532086728954163 92025 318, invalid, visa
4024007106198129 82025 125, invalid, visa
4716585765578841 82027 465, invalid, visa
4556098916193059 72023 642, invalid, visa
4929269415662205 62025 860, invalid, visa
4556361190133658 42025 112, invalid, visa
4929799797612485 72028 978, invalid, visa
4024007111210307 122028 758, invalid, visa
4929485403828067 52027 494, invalid, visa
4532530829001325 102027 251, invalid, visa
4556304346341106 22022 363, invalid, visa
4716302143429238 102029 989, valid, visa
4069574952246746 92029 742, invalid, visa
4929424327110278 22028 162, invalid, visa
4024007110670774 22025 252, invalid, visa
4556720009024822 72025 478, invalid, visa
4929199890464324 72027 558, invalid, visa
4010457218222703 72025 891, invalid, visa
4716365585313442 82027 588, invalid, visa
4532636794018150 72022 171, valid, visa
4539215130744937 22025 189, invalid, visa
4024007184310836 72022 739, invalid, visa
4916097638463183 32026 365, invalid, visa
4716654394392790 52029 509, invalid, visa
4916701885631141 102024 823, valid, visa
4024007184271996 82024 247, invalid, visa
4556741680665394 82023 473, invalid, visa
4556027618753597 62028 804, invalid, visa
4716077191168702 82026 868, invalid, visa
4532450318122047 92023 298, invalid, visa
4723183691002572 62022 420, invalid, visa
4989011958723748 52023 198, invalid, visa
4716931371030696 102023 867, invalid, visa
4024007140363051 112027 339, invalid, visa
4275455435686114 12029 221, invalid, visa
4024007138329817 42026 229, valid, visa
4916471718823022 92025 629, invalid, visa
4649460476917138 42026 822, invalid, visa
4485145826543141 102028 410, invalid, visa
4485392739648597 102028 399, invalid, visa
4485193813106837 82028 625, invalid, visa
4916046597138336 82029 991, invalid, visa
4716761408424863 52029 888, invalid, visa
4857143868079785 52026 320, invalid, visa
4556147129291067 42023 714, invalid, visa
4556461710625124 42028 246, invalid, visa
4532629954651696 112028 414, valid, visa
4539289736618423 72022 865, invalid, visa
4532822033998879 72024 732, invalid, visa
4024007169843934 22023 458, invalid, visa
4485919311440983 72027 311, valid, visa
4716968645271342 112029 338, invalid, visa
4024007173649723 22028 241, invalid, visa
4024007189945933 22026 180, invalid, visa
4485257732000734 62024 894, invalid, visa
4539270573382109 92027 451, invalid, visa
4556012505876321 112027 824, invalid, visa
4485498887192070 122024 531, valid, visa
4539887077518944 32026 676, valid, visa
4929241040698896 82027 697, invalid, visa
4485669837033636 102028 755, invalid, visa
4485517783230377 52023 764, invalid, visa
4539228670708915 22027 867, invalid, visa
4929685787192390 32028 138, invalid, visa
4853624696809521 52024 918, invalid, visa
4916442936636801 102022 787, invalid, visa
4024007173564088 92024 433, invalid, visa
4556361472261151 42028 681, invalid, visa
4749283429199300 22023 403, invalid, visa
4929318289178184 32024 475, invalid, visa
4916227150733263 82025 313, valid, visa
4024007134609758 32025 657, invalid, visa
4539306952475393 122024 403, invalid, visa
4142434566995413 82023 296, invalid, visa
4696188755376716 92022 979, valid, visa
4556344386045365 22022 955, invalid, visa
4929404382411977 92028 633, invalid, visa
4532043168723475 62027 930, invalid, visa
4916555717162679 72022 277, invalid, visa
4929904954532803 112027 865, invalid, visa
4675854111571051 72027 466, invalid, visa
4954501201929127 52025 802, invalid, visa
4539107967332599 92023 832, invalid, visa
4724435263345717 72022 236, invalid, visa
4929867929167494 52025 216, invalid, visa
4485986165632254 82023 241, invalid, visa
4916527432871728 42028 590, invalid, visa
4532033047918156 82027 121, invalid, visa
4243935228421810 22022 944, invalid, visa
4230409180229830 92023 851, invalid, visa
4532665864205736 82023 969, invalid, visa
4539433376615105 22028 507, invalid, visa
4539428331936950 62028 990, invalid, visa
4972596539966096 42029 202, invalid, visa
4879412244384076 62028 582, invalid, visa
4532895810124315 52024 396, invalid, visa
4539122030291458 122025 277, invalid, visa
4929696756142233 82024 657, invalid, visa
4916575681810327 82027 321, invalid, visa
4556387287516786 42024 512, invalid, visa
4916106205333396 92028 332, invalid, visa
4916152349660575 72025 894, invalid, visa
4539338942142700 102026 587, invalid, visa
4716686500386571 42024 848, invalid, visa
4485909176071932 102027 858, valid, visa
4024007166956424 52022 692, invalid, visa
4485152993332225 62025 619, invalid, visa
4539334120697573 102027 960, invalid, visa
4539098617938598 32024 639, invalid, visa
4716403450125664 62023 992, invalid, visa
4485398082144555 52029 478, invalid, visa
4485797113614165 102028 694, invalid, visa
4024007124216705 42022 763, invalid, visa
4929684071224845 92028 200, invalid, visa
4556401823692769 102023 344, invalid, visa
4317014305075518 72026 777, invalid, visa
4485889958530539 102029 307, invalid, visa
4716274196053217 102025 626, invalid, visa
4556513131313050 112025 403, invalid, visa
4556715706800714 52025 120, invalid, visa
4916773658619934 92026 310, invalid, visa
4484321453139914 22023 109, invalid, visa
4024007110786646 72028 832, invalid, visa
4916367812121190 92029 209, invalid, visa
4485049107903695 32029 288, invalid, visa
4539856568305202 42024 322, invalid, visa
4532012521110001 72027 342, invalid, visa
4532114385778798 32025 808, invalid, visa
4907447690095939 82027 721, invalid, visa
4636038103291286 52028 800, valid, visa
4556451048863729 32025 951, invalid, visa
4024007129730239 22025 214, invalid, visa
4532054786483517 112024 395, invalid, visa
4018732217960780 12024 730, invalid, visa
4716071702486679 22028 501, invalid, visa
4916468120481258 112023 419, invalid, visa
4992633094873544 42027 711, invalid, visa
4929332705938550 92026 776, invalid, visa
4513518966487343 42025 675, invalid, visa
4556826761608767 112026 662, invalid, visa
4539767082606613 112027 308, invalid, visa
4716784198812428 52022 895, invalid, visa
4916292497204006 122027 728, invalid, visa
4929594443336682 72027 490, invalid, visa
4485950896925148 22026 391, invalid, visa
4929882907318126 62028 846, invalid, visa
4178692862989508 92026 381, invalid, visa
4532949014117375 102023 797, invalid, visa
4371430580325696 22025 587, invalid, visa
4556292514796773 72025 267, invalid, visa
4485514241507587 32022 892, invalid, visa
4532140111591080 32024 760, invalid, visa
4916197666677652 112027 571, invalid, visa
4532640934901721 62024 719, invalid, visa
4532340140822122 72024 628, invalid, visa
4716235418687454 92028 176, invalid, visa
4024007177120333 92024 643, invalid, visa
4716522166212241 42023 419, invalid, visa
4556197684682036 82024 671, invalid, visa
4532679208629618 102028 245, valid, visa
4380419612479158 42026 761, invalid, visa
4916029528107604 112023 283, invalid, visa
4024007135900404 22023 472, invalid, visa
4485977441154924 52023 807, invalid, visa
4024007151458402 82025 767, invalid, visa
4556538713279106 122027 904, invalid, visa
4539864417924009 22022 469, invalid, visa
4024007151460986 82027 484, invalid, visa
4716585410705195 32023 945, invalid, visa
4065683545426162 82028 165, invalid, visa
4485105048209855 122024 542, invalid, visa
4024007177891339 82025 996, invalid, visa
4916928687026416 72028 139, invalid, visa
4929596656149793 122027 504, invalid, visa
4485036738873082 42027 602, invalid, visa
4929504558872074 32027 602, invalid, visa
4539179246216844 42027 423, invalid, visa
4539507376732877 22023 968, invalid, visa
4024007138124168 62024 823, valid, visa
4916489458381761 52027 260, invalid, visa
4004608133729838 52024 495, invalid, visa
4929105214123173 92023 233, valid, visa
4539613535376166 112024 794, invalid, visa
4024007119079100 102025 348, invalid, visa
4024007184016714 32025 465, invalid, visa
4532995917977720 32024 562, invalid, visa
4076429910820523 72024 721, invalid, visa
4929872899720983 72029 323, invalid, visa
4532417863798265 22028 606, invalid, visa
4512030667431019 42023 176, valid, visa
4556102697584591 112029 435, invalid, visa
4556039711351955 62025 582, invalid, visa
4485339372537991 32023 571, invalid, visa
4556469087299605 82026 725, valid, visa
4667698591859969 122028 789, invalid, visa
4485217409618127 12026 414, invalid, visa
4539019384592376 22028 903, invalid, visa
4532180795629806 52024 156, invalid, visa
4539968532591534 82023 947, invalid, visa
4532599619415706 22026 515, invalid, visa
4024007108039263 102027 861, invalid, visa
4556883972840523 112022 298, invalid, visa
4532857240301392 92023 717, invalid, visa
4929295940778851 72026 572, invalid, visa
4539668910357918 82025 186, invalid, visa
4330241419425460 12029 149, invalid, visa
4539037441477373 12026 820, invalid, visa
4539359384038834 12027 830, invalid, visa
4556973782233603 32029 776, invalid, visa
4532257810506803 42028 712, valid, visa
4207857248426047 62023 725, invalid, visa
4929833973171741 62028 101, invalid, visa
4485895829539120 62027 280, invalid, visa
4539340150534800 92026 517, valid, visa
4929486033743221 82024 956, invalid, visa
4556076375660727 62023 879, invalid, visa
4556462642420659 72025 609, invalid, visa
4929320234885178 72025 432, invalid, visa
4929295117639548 92028 583, invalid, visa
4716780634770279 32028 157, invalid, visa
4532561888299054 62027 158, invalid, visa
4539935595493007 32025 249, valid, visa
4485644733590864 42026 636, invalid, visa
4929856773435107 82025 383, invalid, visa
4024007151803300 22028 178, invalid, visa
4716936342651801 12027 603, valid, visa
4532376291125808 62025 860, invalid, visa
4024007159649614 12025 912, valid, visa
4024007145973631 92029 640, invalid, visa
4532226935543215 42023 466, invalid, visa
4485736706175705 92029 545, valid, visa
4929261162915175 42023 669, invalid, visa
4929295070374646 62023 459, invalid, visa
4614164433347808 72022 362, invalid, visa
4929340624830329 72027 636, invalid, visa
4485388810042387 12024 535, valid, visa
4556844940506604 112026 831, invalid, visa
4716989363876807 32026 985, invalid, visa
4485042209416765 52027 110, invalid, visa
4532266042499158 102024 538, invalid, visa
4532658195626209 42025 821, invalid, visa
4916354907325928 22026 645, valid, visa
4556596424485297 42028 975, invalid, visa
4178696340177198 22029 419, invalid, visa
4485038566060378 52026 991, invalid, visa
4024007132638346 62026 224, valid, visa
4716221798358643 12025 694, invalid, visa
4485710909815326 72028 474, invalid, visa
4024007102013181 32024 540, invalid, visa
4024007173991448 82023 955, invalid, visa
4024007152765078 122026 782, invalid, visa
4485211295286610 52024 972, invalid, visa
4024007175863157 82024 965, invalid, visa
4755351736002433 22025 602, invalid, visa
4929084321854360 52027 331, valid, visa
4556535277402314 62025 422, invalid, visa
4539038781898897 82022 463, invalid, visa
4916149120520887 102028 974, invalid, visa
4556479736308186 72028 810, invalid, visa
4929818863302118 102028 340, invalid, visa
4916430437922408 72028 614, invalid, visa
4556871439445028 42025 430, invalid, visa
4024007186550462 82024 971, invalid, visa
4662815382745992 32029 700, invalid, visa
4556655117456021 112023 338, invalid, visa
4716096677224599 42027 219, valid, visa
4532938065052383 32024 186, invalid, visa
4024007141208909 32025 804, invalid, visa
4539952586461992 42027 555, invalid, visa
4485508212376840 82024 862, invalid, visa
4539906632150652 42022 565, invalid, visa
4024007188071517 22027 527, invalid, visa
4556074527285808 122023 588, invalid, visa
4539937046708413 32024 984, invalid, visa
4532933977781997 22023 166, invalid, visa
4024007174595883 52025 778, invalid, visa
4024007116622381 72029 784, invalid, visa
4532527074173403 102024 332, valid, visa
4485267615850527 122022 665, invalid, visa
4569086234797938 22027 349, invalid, visa
4485375943882342 72028 638, invalid, visa
4716075632075916 112024 839, invalid, visa
4485037405570076 62027 930, invalid, visa
4916988533321247 102025 698, invalid, visa
